,diagnosis_type,diagnosis_code
4968, Explosion caused by conflagration,E890.0
4969, Fumes from combustion of polyvinylchloride -PVC and similar material in conflagration,E890.1
4970, Other smoke and fumes from conflagration,E890.2
4971, Burning caused by conflagration,E890.3
4972, Other accident resulting from conflagration,E890.8
4973, Unspecified,E890.9
4974,Conflagration in other and unspecified building or structure,E891
4975, Explosion caused by conflagration,E891.0
4976, Fumes from combustion of polyvinylchloride -PVC and similar material in conflagration,E891.1
4977, Other smoke and fumes from conflagration,E891.2
4978, Burning caused by conflagration,E891.3
4979, Other accident resulting from conflagration,E891.8
4980, Unspecified,E891.9
4981,Conflagration not in building or structure,E892
4982,Accident caused by ignition of clothing,E893
4983, From controlled fire in private dwelling,E893.0
4984, From controlled fire in other building or structure,E893.1
4985, From controlled fire not in building or structure,E893.2
4986, From other sources,E893.8
4987, Unspecified,E893.9
4988,Ignition of highly inflammable material,E894
4989,Accident caused by controlled fire in private dwelling,E895
4990,Accident caused by controlled fire in other and unspecified building or structure,E896
4991,Accident caused by controlled fire not in building or structure,E897
4992,Accident caused by other specified fire and flames,E898
4993, Burning bedclothes,E898.0
4994, Other,E898.1
4995,Accident caused by unspecified fire,E899
4996, Accidents due to natural and environmental factors,E900_1E909
4997,Excessive heat,E900
4998, Due to weather conditions,E900.0
4999, Of manmade origin,E900.1
5000, Of unspecified origin,E900.9
5001,Excessive cold,E901
5002, Due to weather conditions,E901.0
5003, Of manmade origin,E901.1
5004, Other,E901.8
5005, Of unspecified origin,E901.9
5006,High and low air pressure and changes in air pressure,E902
5007, Residence or prolonged visit at high altitude,E902.0
5008, In aircraft,E902.1
5009, Due to diving,E902.2
5010, Due to other specified causes,E902.8
5011, Unspecified,E902.9
5012,Travel and motion,E903
5013,"Hunger, thirst, exposure, neglect",E904
5014, Abandonment or neglect of infants and helpless persons,E904.0
5015, Lack of food,E904.1
5016, Lack of water,E904.2
5017," Exposure -to weather conditions, not elsewhere classified",E904.3
5018," Privation, unqualified",E904.9
5019,Venomous animals and plants as the cause of poisoning and toxic reactions,E905
5020, Venomous snakes and lizards,E905.0
5021, Venomous spiders,E905.1
5022, Scorpion,E905.2
5023," Hornets, wasps, and bees",E905.3
5024, Centipede and venomous millipede -tropical,E905.4
5025, Other venomous arthropods,E905.5
5026, Venomous marine animals and plants,E905.6
5027, Poisoning and toxic reactions caused by other plants,E905.7
5028, Other specified,E905.8
5029, Unspecified,E905.9
5030,Other injury caused by animals,E906
5031, Dog bite,E906.0
5032, Rat bite,E906.1
5033, Bite of nonvenomous snakes and lizards,E906.2
5034, Bite of other animal except arthropod,E906.3
5035, Bite of nonvenomous arthropod,E906.4
5036, Other specified injury caused by animal,E906.8
5037, Unspecified,E906.9
5038,Lightning,E907
5039,Cataclysmic storms and floods resulting from storms,E908
5040,Cataclysmic earth surface movements and eruptions,E909
5041," Accidents caused by submersion, suffocation, and foreign bodies",E910_1E915
5042,Accidental drowning and submersion,E910
5043, While water skiing,E910.0
5044, While engaged in other sport or recreational activity with diving equipment,E910.1
5045, While engaged in other sport or recreational activity without diving equipment,E910.2
5046, While swimming or diving for purposes other than recreation or sport,E910.3
5047, In bathtub,E910.4
5048, Other,E910.8
5049, Unspecified,E910.9
5050,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation,E911
5051,Accidental mechanical suffocation,E913
5052, In bed or cradle,E913.0
5053, By plastic bag,E913.1
5054, Due to lack of air -in closed place,E913.2
5055, By falling earth or other substance,E913.3
5056, Other specified means,E913.8
5057, Unspecified,E913.9
5058,Foreign body accidentally entering eye and adnexa,E914
5059,Foreign body accidentally entering other orifice,E915
5060, Other accidents,E916_1E929
5061,Struck accidentally by falling object,E916
5062,Striking against or struck accidentally by objects or persons,E917
5063, In sports,E917.0
5064," Caused by a crowd, by collective fear or panic",E917.1
5065, In running water,E917.2
5066, Other,E917.9
5067,Caught accidentally in or between objects,E918
5068,Accidents caused by machinery,E919
5069, Agricultural machines,E919.0
5070, Mining and earth-drilling machinery,E919.1
5071, Lifting machines and appliances,E919.2
5072, Metalworking machines,E919.3
5073, Woodworking and forming machines,E919.4
5074," Prime movers, except electrical motors",E919.5
5075, Transmission machinery,E919.6
5076," Earth moving, scraping, and other excavating machines",E919.7
5077, Other,E919.8
5078, Unspecified,E919.9
5079,Accidents caused by cutting and piercing instruments or objects,E920
5080, Powered lawn mower,E920.0
5081, Other powered hand tools,E920.1
5082, Powered household appliances and implements,E920.2
5083," Knives, swords, and daggers",E920.3
5084, Other hand tools and implements,E920.4
5085, Other,E920.8
5086, Unspecified,E920.9
5087,Accident caused by explosion of pressure vessel,E921
5088, Boilers,E921.0
5089, Gas cylinders,E921.1
5090, Other,E921.8
5091, Unspecified,E921.9
5092,Accident caused by firearm missile,E922
5093, Handgun,E922.0
5094, Shotgun -automatic,E922.1
5095, Hunting rifle,E922.2
5096, Military firearms,E922.3
5097, Other,E922.8
5098, Unspecified,E922.9
5099,Accident caused by explosive material,E923
5100, Fireworks,E923.0
5101, Blasting materials,E923.1
5102, Explosive gases,E923.2
5103, Other,E923.8
5104, Unspecified,E923.9
5105,"Accident caused by hot substance or object, caustic or corrosive material, and steam",E924
5106," Hot liquids and vapors, including steam",E924.0
5107, Caustic and corrosive substances,E924.1
5108, Other,E924.8
5109, Unspecified,E924.9
5110,Accident caused by electric current,E925
5111, Domestic wiring and apppliances,E925.0
5112," Electric power generating plants, distribution stations, transmission lines",E925.1
5113," Industrial wiring, appliances, and electrical machinery",E925.2
5114, Other,E925.8
5115, Unspecified,E925.9
5116,Exposure to radiation,E926
5117, Radiofrequency radiation,E926.0
5118, Infrared heaters and lamps,E926.1
5119, Visible and ultraviolet light sources,E926.2
5120, X-rays and other electromagnetic ionizing radiation,E926.3
5121, Lasers,E926.4
5122, Radioactive isotopes,E926.5
5123, Other specified,E926.8
5124, Unspecified,E926.9
5125,Overexertion and strenuous movements,E927
5126,Other and unspecified environmental and accidental causes,E928
5127, Prolonged stay in weightless environment,E928.0
5128, Exposure to noise,E928.1
5129, Vibration,E928.2
5130, Other,E928.8
5131, Unspecified accidents,E928.9
5132,Late effects of accidental injury,E929
5133, Late effects of motor vehicle accident,E929.0
5134, Late effects of other transport accident,E929.1
5135, Late effects of accidental poisoning,E929.2
5136, Late effects of accidental fall,E929.3
5137, Late effects of accident caused by fire,E929.4
5138, Late effects of accident due to natural and environmental factors,E929.5
5139, Late effects of other accidents,E929.8
5140, Late effects of unspecified accident,E929.9
5141,Antibiotics,E930
5142, Penicillins,E930.0
5143, Antifungal antibiotics,E930.1
5144, Chloramphenicol group,E930.2
5145, Erythromycin and other macrolides,E930.3
5146, Tetracycline group,E930.4
5147, Cefalosporin group,E930.5
5148, Antimycobacterial antibiotics,E930.6
5149, Antineoplastic antibiotics,E930.7
5150, Other specified antibiotics,E930.8
5151, Unspecified,E930.9
5152,Other anti-infectives,E931
5153, Sulfonamides,E931.0
5154, Arsenical anti-infectives,E931.1
5155, Heavy metal anti-infectives,E931.2
5156, Quinoline and hydroxyquinoline derivatives,E931.3
5157, Antimalarials and drugs acting on other blood protozoa,E931.4
5158, Other antiprotozoal drugs,E931.5
5159, Anthelminthics,E931.6
5160, Antiviral drugs,E931.7
5161, Other antimycobacterial drugs,E931.8
5162, Other and unspecified anti-infectives,E931.9
5163,Hormones and synthetic substitutes,E932
5164, Adrenal cortical steroids,E932.0
5165, Androgens and anabolic congeners,E932.1
5166, Ovarian hormones and synthetic substitutes,E932.2
5167, Insulins and antidiabetic agents,E932.3
5168, Anterior pituitary hormones,E932.4
5169, Posterior pituitary hormones,E932.5
5170, Parathyroid and parathyroid derivatives,E932.6
5171, Thyroid and thyroid derivatives,E932.7
5172, Antithyroid agents,E932.8
5173, Other and unspecified hormones and synthetic substitutes,E932.9
5174,Primarily systemic agents,E933
5175, Antiallergic and antiemetic drugs,E933.0
5176, Antineoplastic and immunosuppressive drugs,E933.1
5177, Acidifying agents,E933.2
5178, Alkalizing agents,E933.3
5179," Enzymes, not elsewhere classified",E933.4
5180," Vitamins, not elsewhere classified",E933.5
5181," Other systemic agents, not elsewhere classified",E933.8
5182, Unspecified,E933.9
5183,Agents primarily affecting blood constituents,E934
5184, Iron and its compounds,E934.0
5185, Liver preparations and other antianemic agents,E934.1
5186, Anticoagulants,E934.2
5187, Vitamin K -phytomenadione,E934.3
5188, Fibrinolysis-affecting drugs,E934.4
5189, Anticoagulant antagonists and other coagulants,E934.5
5190, Gamma globulin,E934.6
5191, Natural blood and blood products,E934.7
5192, Other,E934.8
5193, Unspecified,E934.9
5194,"Analgesics, antipyretics, and antirheumatics",E935
5195, Opiates and related narcotics,E935.0
5196, Salicylates,E935.1
5197," Aromatic analgesics, not elsewhere classified",E935.2
5198, Pyrazole derivatives,E935.3
5199, Antirheumatics -antiphlogistics,E935.4
5200, Other non-narcotic analgesics,E935.5
5201, Other,E935.8
5202, Unspecified,E935.9
5203,Anticonvulsants and anti-Parkinsonism drugs,E936
5204, Oxazolidine derivatives,E936.0
5205, Hydantoin derivatives,E936.1
5206, Succinimides,E936.2
5207, Other and unspecified anticonvulsants,E936.3
5208, Anti-Parkinsonism drugs,E936.4
5209,Sedatives and hypnotics,E937
5210, Barbiturates,E937.0
5211, Chloral hydrate group,E937.1
5212, Paraldehyde,E937.2
5213, Bromine compounds,E937.3
5214, Methaqualone compounds,E937.4
5215, Glutethimide group,E937.5
5216," Mixed sedatives, not elsewhere classified",E937.6
5217, Other,E937.8
5218, Unspecified,E937.9
5219,Other central nervous system depressants,E938
5220, Central nervous system muscle-tone depressants,E938.0
5221, Halothane,E938.1
5222, Other gaseous anesthetics,E938.2
5223, Intravenous anesthetics,E938.3
5224, Other and unspecified general anesthetics,E938.4
5225, Surface and infiltration anesthetics,E938.5
5226, Peripheral nerve- and plexus-blocking anesthetics,E938.6
5227, Spinal anesthetics,E938.7
5228, Other and unspecified local anesthetics,E938.9
5229,Psychotropic agents,E939
5230, Antidepressants,E939.0
5231, Phenothiazine-based tranquilizers,E939.1
5232, Butyrophenone-based tranquilizers,E939.2
5233," Other antipsychotics, neuroleptics, and major tranquilizers",E939.3
5234, Benzodiazepine-based tranquilizers,E939.4
5235, Other tranquilizers,E939.5
5236, Psychodysleptics -hallucinogens,E939.6
5237, Psychostimulants,E939.7
5238, Other psychotropic agents,E939.8
5239, Unspecified,E939.9
5240,Central nervous system stimulants,E940
5241, Analeptics,E940.0
5242, Opiate antagonists,E940.1
5243, Other,E940.8
5244, Unspecified,E940.9
5245,Drugs primarily affecting the autonomic nervous system,E941
5246, Parasympathomimetics -cholinergics,E941.0
5247, Parasympatholytics -anticholinergics and antimuscarinics and spasmolytics,E941.1
5248, Sympathomimetics -adrenergics,E941.2
5249, Sympatholytics -antiadrenergics,E941.3
5250, Unspecified,E941.9
5251,Agents primarily affecting the cardiovascular system,E942
5252, Cardiac rhythm regulators,E942.0
5253, Cardiotonic glycosides and drugs of similar action,E942.1
5254, Antilipemic and antiarteriosclerotic drugs,E942.2
5255, Ganglion-blocking agents,E942.3
5256, Coronary vasodilators,E942.4
5257, Other vasodilators,E942.5
5258, Other antihypertensive agents,E942.6
5259," Antivaricose drugs, including sclerosing agents",E942.7
5260, Capillary-active drugs,E942.8
5261, Other and unspecified,E942.9
5262,Agents primarily affecting gastrointestinal system,E943
5263, Antacids and anti-gastric-secretion drugs,E943.0
5264, Irritant cathartics,E943.1
5265, Emollient cathartics,E943.2
5266," Other cathartics, including intestinal atonia drugs",E943.3
5267, Digestants,E943.4
5268, Antidiarrheal drugs,E943.5
5269, Emetics,E943.6
5270, Other,E943.8
5271, Unspecified,E943.9
5272,"Water, mineral, and uric acid metabolism drugs",E944
5273, Mercurial diuretics,E944.0
5274, Purine derivative diuretics,E944.1
5275, Carbonic acid anhydrase inhibitors,E944.2
5276, Saluretics,E944.3
5277, Other diuretics,E944.4
5278," Electrolytic, caloric, and water-balance agents",E944.5
5279," Other mineral salts, not elsewhere classified",E944.6
5280, Uric acid metabolism drugs,E944.7
5281,Agents primarily acting on the smooth and skeletal muscles and respiratory system,E945
5282, Oxytocic agents,E945.0
5283, Smooth muscle relaxants,E945.1
5284, Skeletal muscle relaxants,E945.2
5285, Other and unspecified drugs acting on muscles,E945.3
5286, Antitussives,E945.4
5287, Expectorants,E945.5
5288, Anti-common-cold drugs,E945.6
5289, Antiasthmatics,E945.7
5290, Other and unspecified respiratory drugs,E945.8
5291,and dental drugs,E946
5292, Local anti-infectives and anti-inflammatory drugs,E946.0
5293, Antipruritics,E946.1
5294, Local astringents and local detergents,E946.2
5295," Emollients, demulcents, and protectants",E946.3
