,diagnosis_code,diagnosis_type
5064,E884.0, Fall from playground equipment 
5065,E884.1, Fall from cliff 
5066,E884.2, Fall from chair or bed 
5067,E884.9, Other falls from one level to another 
5068,E885,"Fall on same level from slipping, tripping, or stumbling "
5069,E886,"Fall on same level from collision, pushing, or shoving, by or with other person "
5070,E886.0, In sports 
5071,E886.9, Other and unspecified 
5072,E887,"Fracture, cause unspecified "
5073,E888,Other and unspecified falls 
5075,E890,Conflagration in private dwelling 
5076,E890.0, Explosion caused by conflagration 
5077,E890.1, Fumes from combustion of polyvinylchloride -PVC and similar material in conflagration 
5078,E890.2, Other smoke and fumes from conflagration 
5079,E890.3, Burning caused by conflagration 
5080,E890.8, Other accident resulting from conflagration 
5081,E890.9, Unspecified 
5082,E891,Conflagration in other and unspecified building or structure 
5083,E891.0, Explosion caused by conflagration 
5084,E891.1, Fumes from combustion of polyvinylchloride -PVC and similar material in conflagration 
5085,E891.2, Other smoke and fumes from conflagration 
5086,E891.3, Burning caused by conflagration 
5087,E891.8, Other accident resulting from conflagration 
5088,E891.9, Unspecified 
5089,E892,Conflagration not in building or structure 
5090,E893,Accident caused by ignition of clothing 
5091,E893.0, From controlled fire in private dwelling 
5092,E893.1, From controlled fire in other building or structure 
5093,E893.2, From controlled fire not in building or structure 
5094,E893.8, From other sources 
5095,E893.9, Unspecified 
5096,E894,Ignition of highly inflammable material 
5097,E895,Accident caused by controlled fire in private dwelling 
5098,E896,Accident caused by controlled fire in other and unspecified building or structure 
5099,E897,Accident caused by controlled fire not in building or structure 
5100,E898,Accident caused by other specified fire and flames 
5101,E898.0, Burning bedclothes 
5102,E898.1, Other 
5103,E899,Accident caused by unspecified fire 
5105,E900,Excessive heat 
5106,E900.0, Due to weather conditions 
5107,E900.1, Of manmade origin 
5108,E900.9, Of unspecified origin 
5109,E901,Excessive cold 
5110,E901.0, Due to weather conditions 
5111,E901.1, Of manmade origin 
5112,E901.8, Other 
5113,E901.9, Of unspecified origin 
5114,E902,High and low air pressure and changes in air pressure 
5115,E902.0, Residence or prolonged visit at high altitude 
5116,E902.1, In aircraft 
5117,E902.2, Due to diving 
5118,E902.8, Due to other specified causes 
5119,E902.9, Unspecified 
5120,E903,Travel and motion 
5121,E904,"Hunger, thirst, exposure, neglect "
5122,E904.0, Abandonment or neglect of infants and helpless persons 
5123,E904.1, Lack of food 
5124,E904.2, Lack of water 
5125,E904.3," Exposure -to weather conditions, not elsewhere classified "
5126,E904.9," Privation, unqualified "
5127,E905,Venomous animals and plants as the cause of poisoning and toxic reactions 
5128,E905.0, Venomous snakes and lizards 
5129,E905.1, Venomous spiders 
5130,E905.2, Scorpion 
5131,E905.3," Hornets, wasps, and bees "
5132,E905.4, Centipede and venomous millipede -tropical 
5133,E905.5, Other venomous arthropods 
5134,E905.6, Venomous marine animals and plants 
5135,E905.7, Poisoning and toxic reactions caused by other plants 
5136,E905.8, Other specified 
5137,E905.9, Unspecified 
5138,E906,Other injury caused by animals 
5139,E906.0, Dog bite 
5140,E906.1, Rat bite 
5141,E906.2, Bite of nonvenomous snakes and lizards 
5142,E906.3, Bite of other animal except arthropod 
5143,E906.4, Bite of nonvenomous arthropod 
5144,E906.8, Other specified injury caused by animal 
5145,E906.9, Unspecified 
5146,E907,Lightning 
5147,E908,Cataclysmic storms and floods resulting from storms 
5148,E909,Cataclysmic earth surface movements and eruptions 
5150,E910,Accidental drowning and submersion 
5151,E910.0, While water skiing 
5152,E910.1, While engaged in other sport or recreational activity with diving equipment 
5153,E910.2, While engaged in other sport or recreational activity without diving equipment 
5154,E910.3, While swimming or diving for purposes other than recreation or sport 
5155,E910.4, In bathtub 
5156,E910.8, Other 
5157,E910.9, Unspecified 
5158,E911,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation 
5159,E909,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation 
5160,E913,Accidental mechanical suffocation 
5161,E913.0, In bed or cradle 
5162,E913.1, By plastic bag 
5163,E913.2, Due to lack of air -in closed place 
5164,E913.3, By falling earth or other substance 
5165,E913.8, Other specified means 
5166,E913.9, Unspecified 
5167,E914,Foreign body accidentally entering eye and adnexa 
5168,E915,Foreign body accidentally entering other orifice 
5170,E916,Struck accidentally by falling object 
5171,E917,Striking against or struck accidentally by objects or persons 
5172,E917.0, In sports 
5173,E917.1," Caused by a crowd, by collective fear or panic "
5174,E917.2, In running water 
5175,E917.9, Other 
5176,E918,Caught accidentally in or between objects 
5177,E919,Accidents caused by machinery 
5178,E919.0, Agricultural machines 
5179,E919.1, Mining and earth-drilling machinery 
5180,E919.2, Lifting machines and appliances 
5181,E919.3, Metalworking machines 
5182,E919.4, Woodworking and forming machines 
5183,E919.5," Prime movers, except electrical motors "
5184,E919.6, Transmission machinery 
5185,E919.7," Earth moving, scraping, and other excavating machines "
5186,E919.8, Other 
5187,E919.9, Unspecified 
5188,E920,Accidents caused by cutting and piercing instruments or objects 
5189,E920.0, Powered lawn mower 
5190,E920.1, Other powered hand tools 
5191,E920.2, Powered household appliances and implements 
5192,E920.3," Knives, swords, and daggers "
5193,E920.4, Other hand tools and implements 
5194,E920.8, Other 
5195,E920.9, Unspecified 
5196,E921,Accident caused by explosion of pressure vessel 
5197,E921.0, Boilers 
5198,E921.1, Gas cylinders 
5199,E921.8, Other 
5200,E921.9, Unspecified 
5201,E922,Accident caused by firearm missile 
5202,E922.0, Handgun 
5203,E922.1, Shotgun -automatic 
5204,E922.2, Hunting rifle 
5205,E922.3, Military firearms 
5206,E922.8, Other 
5207,E922.9, Unspecified 
5208,E923,Accident caused by explosive material 
5209,E923.0, Fireworks 
5210,E923.1, Blasting materials 
5211,E923.2, Explosive gases 
5212,E923.8, Other 
5213,E923.9, Unspecified 
5214,E924,"Accident caused by hot substance or object, caustic or corrosive material, and steam "
5215,E924.0," Hot liquids and vapors, including steam "
5216,E924.1, Caustic and corrosive substances 
5217,E924.8, Other 
5218,E924.9, Unspecified 
5219,E925,Accident caused by electric current 
5220,E925.0, Domestic wiring and apppliances 
5221,E925.1," Electric power generating plants, distribution stations, transmission lines "
5222,E925.2," Industrial wiring, appliances, and electrical machinery "
5223,E925.8, Other 
5224,E925.9, Unspecified 
5225,E926,Exposure to radiation 
5226,E926.0, Radiofrequency radiation 
5227,E926.1, Infrared heaters and lamps 
5228,E926.2, Visible and ultraviolet light sources 
5229,E926.3, X-rays and other electromagnetic ionizing radiation 
5230,E926.4, Lasers 
5231,E926.5, Radioactive isotopes 
5232,E926.8, Other specified 
5233,E926.9, Unspecified 
5234,E927,Overexertion and strenuous movements 
5235,E928,Other and unspecified environmental and accidental causes 
5236,E928.0, Prolonged stay in weightless environment 
5237,E928.1, Exposure to noise 
5238,E928.2, Vibration 
5239,E928.8, Other 
5240,E928.9, Unspecified accidents 
5241,E929,Late effects of accidental injury 
5242,E929.0, Late effects of motor vehicle accident 
5243,E929.1, Late effects of other transport accident 
5244,E929.2, Late effects of accidental poisoning 
5245,E929.3, Late effects of accidental fall 
5246,E929.4, Late effects of accident caused by fire 
5247,E929.5, Late effects of accident due to natural and environmental factors 
5248,E929.8, Late effects of other accidents 
5249,E929.9, Late effects of unspecified accident 
5251,E930,Antibiotics 
5252,E930.0, Penicillins 
5253,E930.1, Antifungal antibiotics 
5254,E930.2, Chloramphenicol group 
5255,E930.3, Erythromycin and other macrolides 
5256,E930.4, Tetracycline group 
5257,E930.5, Cefalosporin group 
5258,E930.6, Antimycobacterial antibiotics 
5259,E930.7, Antineoplastic antibiotics 
5260,E930.8, Other specified antibiotics 
5261,E930.9, Unspecified 
5262,E931,Other anti-infectives 
5263,E931.0, Sulfonamides 
5264,E931.1, Arsenical anti-infectives 
5265,E931.2, Heavy metal anti-infectives 
5266,E931.3, Quinoline and hydroxyquinoline derivatives 
5267,E931.4, Antimalarials and drugs acting on other blood protozoa 
5268,E931.5, Other antiprotozoal drugs 
5269,E931.6, Anthelminthics 
5270,E931.7, Antiviral drugs 
5271,E931.8, Other antimycobacterial drugs 
5272,E931.9, Other and unspecified anti-infectives 
5273,E932,Hormones and synthetic substitutes 
5274,E932.0, Adrenal cortical steroids 
5275,E932.1, Androgens and anabolic congeners 
5276,E932.2, Ovarian hormones and synthetic substitutes 
5277,E932.3, Insulins and antidiabetic agents 
5278,E932.4, Anterior pituitary hormones 
5279,E932.5, Posterior pituitary hormones 
5280,E932.6, Parathyroid and parathyroid derivatives 
5281,E932.7, Thyroid and thyroid derivatives 
5282,E932.8, Antithyroid agents 
5283,E932.9, Other and unspecified hormones and synthetic substitutes 
5284,E933,Primarily systemic agents 
5285,E933.0, Antiallergic and antiemetic drugs 
5286,E933.1, Antineoplastic and immunosuppressive drugs 
5287,E933.2, Acidifying agents 
5288,E933.3, Alkalizing agents 
5289,E933.4," Enzymes, not elsewhere classified "
5290,E933.5," Vitamins, not elsewhere classified "
5291,E933.8," Other systemic agents, not elsewhere classified "
5292,E933.9, Unspecified 
5293,E934,Agents primarily affecting blood constituents 
5294,E934.0, Iron and its compounds 
5295,E934.1, Liver preparations and other antianemic agents 
5296,E934.2, Anticoagulants 
5297,E934.3, Vitamin K -phytomenadione 
5298,E934.4, Fibrinolysis-affecting drugs 
5299,E934.5, Anticoagulant antagonists and other coagulants 
5300,E934.6, Gamma globulin 
5301,E934.7, Natural blood and blood products 
5302,E934.8, Other 
5303,E934.9, Unspecified 
5304,E935,"Analgesics, antipyretics, and antirheumatics "
5305,E935.0, Opiates and related narcotics 
5306,E935.1, Salicylates 
5307,E935.2," Aromatic analgesics, not elsewhere classified "
5308,E935.3, Pyrazole derivatives 
5309,E935.4, Antirheumatics -antiphlogistics 
5310,E935.5, Other non-narcotic analgesics 
5311,E935.8, Other 
5312,E935.9, Unspecified 
5313,E936,Anticonvulsants and anti-Parkinsonism drugs 
5314,E936.0, Oxazolidine derivatives 
5315,E936.1, Hydantoin derivatives 
5316,E936.2, Succinimides 
5317,E936.3, Other and unspecified anticonvulsants 
5318,E936.4, Anti-Parkinsonism drugs 
5319,E937,Sedatives and hypnotics 
5320,E937.0, Barbiturates 
5321,E937.1, Chloral hydrate group 
5322,E937.2, Paraldehyde 
5323,E937.3, Bromine compounds 
5324,E937.4, Methaqualone compounds 
5325,E937.5, Glutethimide group 
5326,E937.6," Mixed sedatives, not elsewhere classified "
5327,E937.8, Other 
5328,E937.9, Unspecified 
5329,E938,Other central nervous system depressants 
5330,E938.0, Central nervous system muscle-tone depressants 
5331,E938.1, Halothane 
5332,E938.2, Other gaseous anesthetics 
5333,E938.3, Intravenous anesthetics 
5334,E938.4, Other and unspecified general anesthetics 
5335,E938.5, Surface and infiltration anesthetics 
5336,E938.6, Peripheral nerve- and plexus-blocking anesthetics 
5337,E938.7, Spinal anesthetics 
5338,E938.9, Other and unspecified local anesthetics 
5339,E939,Psychotropic agents 
5340,E939.0, Antidepressants 
5341,E939.1, Phenothiazine-based tranquilizers 
5342,E939.2, Butyrophenone-based tranquilizers 
5343,E939.3," Other antipsychotics, neuroleptics, and major tranquilizers "
5344,E939.4, Benzodiazepine-based tranquilizers 
5345,E939.5, Other tranquilizers 
5346,E939.6, Psychodysleptics -hallucinogens 
5347,E939.7, Psychostimulants 
5348,E939.8, Other psychotropic agents 
5349,E939.9, Unspecified 
5350,E940,Central nervous system stimulants 
5351,E940.0, Analeptics 
5352,E940.1, Opiate antagonists 
5353,E940.8, Other 
5354,E940.9, Unspecified 
5355,E941,Drugs primarily affecting the autonomic nervous system 
5356,E941.0, Parasympathomimetics -cholinergics 
5357,E941.1, Parasympatholytics -anticholinergics and antimuscarinics and spasmolytics 
5358,E941.2, Sympathomimetics -adrenergics 
5359,E941.3, Sympatholytics -antiadrenergics 
5360,E941.9, Unspecified 
5361,E942,Agents primarily affecting the cardiovascular system 
5362,E942.0, Cardiac rhythm regulators 
5363,E942.1, Cardiotonic glycosides and drugs of similar action 
5364,E942.2, Antilipemic and antiarteriosclerotic drugs 
5365,E942.3, Ganglion-blocking agents 
5366,E942.4, Coronary vasodilators 
5367,E942.5, Other vasodilators 
5368,E942.6, Other antihypertensive agents 
5369,E942.7," Antivaricose drugs, including sclerosing agents "
5370,E942.8, Capillary-active drugs 
5371,E942.9, Other and unspecified 
5372,E943,Agents primarily affecting gastrointestinal system 
5373,E943.0, Antacids and anti-gastric-secretion drugs 
5374,E943.1, Irritant cathartics 
5375,E943.2, Emollient cathartics 
5376,E943.3," Other cathartics, including intestinal atonia drugs "
5377,E943.4, Digestants 
5378,E943.5, Antidiarrheal drugs 
5379,E943.6, Emetics 
5380,E943.8, Other 
5381,E943.9, Unspecified 
5382,E944,"Water, mineral, and uric acid metabolism drugs "
5383,E944.0, Mercurial diuretics 
5384,E944.1, Purine derivative diuretics 
5385,E944.2, Carbonic acid anhydrase inhibitors 
5386,E944.3, Saluretics 
5387,E944.4, Other diuretics 
5388,E944.5," Electrolytic, caloric, and water-balance agents "
5389,E944.6," Other mineral salts, not elsewhere classified "
5390,E944.7, Uric acid metabolism drugs 
5391,E945,Agents primarily acting on the smooth and skeletal muscles and respiratory system 
5392,E945.0, Oxytocic agents 
5393,E945.1, Smooth muscle relaxants 
5394,E945.2, Skeletal muscle relaxants 
5395,E945.3, Other and unspecified drugs acting on muscles 
5396,E945.4, Antitussives 
5397,E945.5, Expectorants 
5398,E945.6, Anti-common-cold drugs 
5399,E945.7, Antiasthmatics 
5400,E945.8, Other and unspecified respiratory drugs 
